"","rate","approx_cost.for.two.people.","online_order","book_table","votes","listed_in.type.","listed_in.city.","Cuisines_Categorical","Restaurant_type"
"23851",3.6,400,"Yes","No",24,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23852",3.9,1000,"Yes","No",97,"Delivery","Koramangala 5th Block","American","Quick Bites"
"23853",3.9,450,"Yes","No",157,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23854",3.9,500,"Yes","No",1142,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23855",3.9,500,"Yes","No",231,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23856",3.8,400,"No","No",209,"Delivery","Koramangala 5th Block","Fast Food","Cafe"
"23857",3.1,200,"Yes","No",9,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23858",3.5,200,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23859",3.5,400,"Yes","No",41,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23860",4.5,1300,"Yes","Yes",261,"Delivery","Koramangala 5th Block","Bar Food","Casual Dining"
"23861",3.7,400,"Yes","No",69,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23862",3.9,750,"Yes","No",394,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23863",3.4,600,"Yes","No",10,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23864",3.7,800,"Yes","No",483,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23865",3.8,500,"Yes","No",18,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23866",3.9,300,"Yes","No",77,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23867",3.6,150,"Yes","No",16,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23868",3.4,800,"Yes","No",83,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23869",3.4,350,"Yes","No",65,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23870",3.8,500,"Yes","No",473,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23871",3.3,150,"Yes","No",7,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23872",3.9,1000,"Yes","No",457,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23873",4.1,700,"Yes","No",65,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"23874",4,800,"Yes","No",494,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23875",4.2,300,"Yes","No",166,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23876",3.4,300,"Yes","No",11,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23877",3.6,400,"Yes","No",82,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23878",4.3,1100,"No","Yes",2248,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23879",3.7,300,"Yes","No",51,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23880",2.8,300,"Yes","No",137,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23881",3.7,700,"Yes","No",159,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23882",3.1,300,"Yes","No",7,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23883",3.7,900,"Yes","Yes",110,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23884",3.5,200,"Yes","No",18,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23885",3.9,550,"Yes","No",44,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"23886",3.5,600,"Yes","No",36,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23887",3.8,600,"Yes","No",117,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23888",4.2,500,"Yes","No",249,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23889",3.1,750,"Yes","No",53,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23890",4.1,400,"Yes","No",41,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"23891",3.8,400,"Yes","No",127,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23892",4.2,800,"Yes","Yes",496,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"23893",3.4,300,"Yes","No",7,"Delivery","Koramangala 5th Block","Fast Food","Delivery"
"23894",3.5,400,"Yes","No",15,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23895",3.4,700,"Yes","No",31,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23896",4,150,"Yes","No",64,"Delivery","Koramangala 5th Block","Bar Food","Quick Bites"
"23897",4,300,"Yes","No",70,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23898",4.2,350,"Yes","No",180,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23899",3.9,300,"Yes","No",45,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"23900",2.9,700,"Yes","No",95,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23901",3.4,350,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23902",4,300,"Yes","No",60,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23903",3.8,650,"Yes","No",267,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23904",4.3,700,"Yes","No",379,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23905",4.5,1600,"Yes","Yes",3967,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23906",4.2,600,"Yes","Yes",874,"Delivery","Koramangala 5th Block","American","Cafe"
"23907",4.2,1500,"Yes","Yes",1920,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23908",3.2,400,"Yes","No",68,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23909",4.5,1500,"Yes","Yes",3163,"Delivery","Koramangala 5th Block","Indian","Bar"
"23910",4.1,750,"Yes","Yes",258,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23911",3.9,250,"Yes","No",88,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23912",4.3,400,"No","No",450,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23913",4.2,650,"No","No",676,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23914",3.6,300,"Yes","No",21,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23915",4.1,150,"No","No",44,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23916",3.5,300,"Yes","No",11,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23917",3.7,750,"Yes","No",259,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23918",3.1,600,"Yes","No",9,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23919",4,750,"Yes","No",515,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23920",3.8,200,"Yes","No",41,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23921",2.9,250,"Yes","No",42,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23922",3.4,600,"Yes","No",9,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23923",3.7,750,"Yes","Yes",291,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23924",4.3,250,"Yes","No",67,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23925",4.4,1400,"Yes","Yes",3674,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23926",3.5,400,"Yes","No",14,"Delivery","Koramangala 5th Block","Fast Food","Beverage Shop"
"23927",4.5,900,"Yes","Yes",1879,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"23928",3.6,100,"Yes","No",18,"Delivery","Koramangala 5th Block","Indian","Sweet Shop"
"23929",4.4,1200,"No","Yes",326,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23930",2.6,300,"Yes","No",51,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23931",3.6,450,"Yes","No",28,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23932",3.2,100,"Yes","No",4,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23933",3.7,200,"Yes","No",215,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23934",4.4,300,"Yes","No",384,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23935",3.1,250,"Yes","No",11,"Delivery","Koramangala 5th Block","Indian","Mess"
"23936",3.1,550,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23937",3.3,200,"Yes","No",7,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23938",3.4,500,"Yes","No",24,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23939",3.8,600,"Yes","No",149,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23940",4.1,800,"Yes","No",142,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"23941",3.3,250,"Yes","No",5,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23942",3.6,350,"Yes","No",22,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23943",3.4,300,"Yes","No",84,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23944",3.9,300,"Yes","No",38,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23945",4.1,700,"Yes","No",1003,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23946",3.1,300,"Yes","No",11,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"23947",3.7,300,"Yes","No",20,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23948",3.8,600,"Yes","No",618,"Delivery","Koramangala 5th Block","Asian","Cafe"
"23949",3.7,450,"Yes","No",72,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23950",3.6,500,"Yes","No",45,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23951",3.6,500,"Yes","No",16,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"23952",3.5,250,"Yes","No",12,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23953",3.9,400,"Yes","No",127,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23954",4,900,"Yes","Yes",1515,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"23955",3,500,"Yes","No",28,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23956",3.9,600,"Yes","No",214,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23957",3.7,250,"Yes","No",42,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23958",3.5,150,"Yes","No",20,"Delivery","Koramangala 5th Block","Fast Food","Beverage Shop"
"23959",3.3,400,"Yes","No",8,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23960",3.5,200,"Yes","No",4,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23961",3.4,400,"Yes","No",7,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"23962",3.6,700,"Yes","No",45,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23963",4.2,300,"Yes","No",166,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23964",3.7,200,"Yes","No",16,"Delivery","Koramangala 5th Block","Fast Food","Beverage Shop"
"23965",3.1,100,"Yes","No",4,"Delivery","Koramangala 5th Block","Bar Food","Beverage Shop"
"23966",3.8,600,"Yes","No",14,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23967",3.7,400,"Yes","No",26,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23968",3.7,700,"Yes","Yes",21,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23969",4.4,1500,"Yes","Yes",387,"Delivery","Koramangala 5th Block","Bar Food","Bar"
"23970",3.6,100,"Yes","No",26,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23971",3.4,200,"Yes","No",11,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23972",4.1,300,"Yes","No",157,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23973",4,500,"Yes","No",205,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"23974",3.7,150,"Yes","No",31,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23975",3.9,750,"Yes","No",823,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23976",3.8,300,"Yes","No",57,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23977",3.4,300,"Yes","No",7,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23978",4.1,1000,"Yes","Yes",1082,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23979",4.5,1200,"Yes","No",237,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23980",3.1,600,"Yes","No",140,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23981",4.2,400,"Yes","No",115,"Delivery","Koramangala 5th Block","Fast Food","Beverage Shop"
"23982",4.4,1000,"Yes","Yes",192,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"23983",4.2,1000,"Yes","Yes",2714,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"23984",3.7,400,"Yes","No",30,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23985",3.4,250,"Yes","No",54,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23986",3.8,400,"Yes","No",123,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"23987",2.8,350,"Yes","No",102,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23988",3.8,350,"Yes","No",63,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"23989",4.1,900,"Yes","Yes",674,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23990",3.4,650,"Yes","No",34,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"23991",3.5,200,"Yes","No",8,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"23992",3.8,400,"Yes","No",92,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23993",4.2,1500,"Yes","Yes",217,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"23994",2.9,600,"Yes","No",331,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"23995",3.9,400,"Yes","No",247,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"23996",3.8,300,"Yes","No",36,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"23997",3.3,400,"Yes","No",13,"Delivery","Koramangala 5th Block","Indian","Delivery"
"23998",3.8,200,"Yes","No",37,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"23999",3.4,300,"Yes","No",7,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24000",4,550,"Yes","No",25,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24001",3.9,900,"Yes","Yes",161,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24002",3.6,400,"Yes","No",29,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"24003",4.2,1500,"Yes","Yes",1626,"Delivery","Koramangala 5th Block","Bar Food","Casual Dining"
"24004",3.8,600,"Yes","No",230,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"24005",4.3,1200,"Yes","Yes",2572,"Delivery","Koramangala 5th Block","Indian","Bar"
"24006",3,200,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24007",3.7,400,"Yes","No",195,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24008",4,1100,"Yes","Yes",1390,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24009",3.1,250,"Yes","No",22,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24010",3.9,300,"Yes","No",203,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24011",4.4,1500,"Yes","Yes",459,"Delivery","Koramangala 5th Block","Indian","Bar"
"24012",3.3,300,"Yes","No",4,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24013",3.7,400,"Yes","No",92,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"24014",3.8,300,"Yes","No",25,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"24015",2.7,700,"Yes","No",48,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24016",4.2,800,"Yes","No",1063,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"24017",4.4,1000,"Yes","Yes",347,"Delivery","Koramangala 5th Block","Indian","Bar"
"24018",3.4,350,"Yes","No",8,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24019",3.6,500,"Yes","No",41,"Delivery","Koramangala 5th Block","Dessert","Delivery"
"24020",3.8,250,"Yes","No",94,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24021",3.5,150,"Yes","No",7,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24022",3,200,"Yes","No",36,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24023",3.8,600,"Yes","No",94,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24024",3.7,250,"Yes","No",70,"Delivery","Koramangala 5th Block","Fast Food","Beverage Shop"
"24025",4.2,250,"Yes","No",9,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24026",3.1,200,"Yes","No",9,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24027",4.2,700,"Yes","No",169,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24028",3.7,450,"Yes","No",52,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"24029",3.8,500,"Yes","No",57,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24030",3.6,300,"Yes","No",9,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24031",3.2,500,"Yes","No",5,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24032",4,700,"Yes","Yes",1238,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24033",3.6,300,"Yes","No",34,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24034",3.7,500,"Yes","No",141,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24035",4,150,"Yes","No",100,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24036",3.7,300,"Yes","No",51,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24037",3.9,500,"Yes","No",338,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24038",3.7,700,"Yes","No",101,"Delivery","Koramangala 5th Block","Indian","Cafe"
"24039",3.9,400,"Yes","No",213,"Delivery","Koramangala 5th Block","Bar Food","Quick Bites"
"24040",3.5,500,"Yes","No",21,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24041",3.1,500,"Yes","No",120,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24042",3.4,200,"Yes","No",9,"Delivery","Koramangala 5th Block","Bar Food","Quick Bites"
"24043",4,650,"Yes","No",457,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24044",4.1,600,"Yes","Yes",1855,"Delivery","Koramangala 5th Block","American","Cafe"
"24045",3.5,300,"Yes","No",16,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24046",3.8,800,"Yes","No",22,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24047",4.5,800,"No","No",42,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24048",3.9,800,"Yes","Yes",224,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24049",3.6,700,"Yes","No",15,"Delivery","Koramangala 5th Block","Indian","Misc"
"24050",3.6,500,"Yes","No",51,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24051",4.2,1300,"Yes","Yes",1176,"Delivery","Koramangala 5th Block","Asian","Pub"
"24052",3.7,300,"Yes","No",36,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24053",3.5,250,"Yes","No",35,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24054",3.5,250,"Yes","No",8,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24055",3.6,450,"Yes","No",37,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"24056",3.8,300,"Yes","No",48,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24057",3.7,300,"Yes","No",127,"Delivery","Koramangala 5th Block","Fast Food","Delivery"
"24058",4.1,700,"Yes","No",725,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24059",4.3,900,"Yes","Yes",1807,"Delivery","Koramangala 5th Block","Fast Food","Cafe"
"24060",3.3,250,"No","No",39,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24061",4.1,1100,"Yes","Yes",601,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24062",3.5,350,"Yes","No",21,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24063",3,400,"Yes","No",13,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24064",3.8,300,"Yes","No",47,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24065",3.8,250,"Yes","No",34,"Delivery","Koramangala 5th Block","Indian","Sweet Shop"
"24066",3.5,350,"Yes","No",24,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24067",4.1,200,"Yes","No",57,"Delivery","Koramangala 5th Block","Fast Food","Beverage Shop"
"24068",4,750,"Yes","No",310,"Delivery","Koramangala 5th Block","Asian","Cafe"
"24069",3.8,750,"Yes","No",75,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24070",3.7,500,"Yes","No",24,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24071",3.3,250,"Yes","No",12,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24072",4.1,500,"Yes","No",465,"Delivery","Koramangala 5th Block","American","Cafe"
"24073",3.9,550,"Yes","No",450,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24074",3.5,300,"Yes","No",18,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24075",3.5,600,"Yes","No",14,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24076",4.2,1700,"Yes","Yes",767,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24077",3.6,500,"Yes","No",165,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24078",3,200,"Yes","No",11,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24079",3.4,300,"Yes","No",30,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24080",3.6,200,"Yes","No",72,"Delivery","Koramangala 5th Block","Mexican","Quick Bites"
"24081",3.6,300,"Yes","No",24,"Delivery","Koramangala 5th Block","Seafood","Quick Bites"
"24082",3.6,350,"Yes","No",71,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24083",3.9,800,"Yes","No",79,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24084",4,250,"Yes","No",120,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24085",3.4,300,"Yes","No",5,"Delivery","Koramangala 5th Block","Healthy Food","Delivery"
"24086",3.9,1400,"No","Yes",1389,"Delivery","Koramangala 5th Block","Indian","Lounge"
"24087",3.9,300,"Yes","No",64,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24088",3.6,200,"Yes","No",8,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24089",3.5,400,"Yes","No",15,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24090",3.8,400,"Yes","No",46,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24091",4.1,150,"No","No",183,"Delivery","Koramangala 5th Block","Indian","Mess"
"24092",3.5,350,"Yes","No",283,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24093",4.4,350,"Yes","No",149,"Delivery","Koramangala 5th Block","Dessert","Delivery"
"24094",3.3,200,"Yes","No",4,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24095",3.6,250,"Yes","No",43,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24096",3.7,400,"Yes","No",31,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24097",4.1,1200,"Yes","Yes",402,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24098",3.8,1000,"Yes","No",71,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24099",3.8,400,"Yes","No",103,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24100",3.4,200,"Yes","No",19,"Delivery","Koramangala 5th Block","Indian","Takeaway"
"24101",3.4,500,"Yes","No",35,"Delivery","Koramangala 5th Block","Indian","Cafe"
"24102",3.9,150,"Yes","No",106,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24103",4.1,1200,"Yes","Yes",1697,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24104",3.7,400,"Yes","No",455,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24105",3.8,900,"Yes","No",273,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24106",3.4,300,"Yes","No",6,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24107",3.3,500,"Yes","No",7,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24108",3.8,600,"Yes","No",254,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24109",2.7,600,"Yes","No",73,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24110",3.4,150,"Yes","No",11,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24111",4.1,500,"Yes","No",56,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24112",3.6,500,"Yes","No",41,"Delivery","Koramangala 5th Block","Indian","Food Court"
"24113",3.8,400,"No","No",34,"Delivery","Koramangala 5th Block","Bar Food","Bakery"
"24114",4.2,1400,"Yes","Yes",1367,"Delivery","Koramangala 5th Block","American","Bar"
"24115",3.1,400,"Yes","No",5,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24116",3.9,1000,"Yes","Yes",144,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24117",3.9,200,"Yes","No",27,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24118",3.4,500,"Yes","No",55,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24119",3.3,150,"Yes","No",33,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24120",3.4,500,"Yes","No",24,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24121",3.5,130,"Yes","No",8,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24122",3.7,250,"No","No",61,"Delivery","Koramangala 5th Block","Indian","Sweet Shop"
"24123",3.7,400,"Yes","No",22,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24124",3.9,300,"Yes","No",316,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24125",4.1,600,"Yes","No",505,"Delivery","Koramangala 5th Block","Indian","Cafe"
"24126",3.7,300,"Yes","No",42,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24127",3.7,300,"No","No",34,"Delivery","Koramangala 5th Block","Indian","Mess"
"24128",3.6,300,"Yes","No",6,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24129",3.2,200,"Yes","No",12,"Delivery","Koramangala 5th Block","Asian","Dessert Parlor"
"24130",3.3,300,"No","No",11,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24131",3.2,200,"No","No",9,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24132",3.6,300,"Yes","No",16,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24133",4.1,600,"Yes","No",992,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24134",3.7,300,"Yes","Yes",49,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24135",3.4,400,"Yes","No",6,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24136",3.1,350,"Yes","No",13,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24137",3.7,200,"Yes","No",19,"Delivery","Koramangala 5th Block","Dessert","Delivery"
"24138",3.7,600,"Yes","No",41,"Delivery","Koramangala 5th Block","Asian","Delivery"
